"MeanDecreaseGini","genes"
0.235130992984662,"hsa.mir.376a.1"
0.0930714285714286,"hsa.mir.376a.2"
0.305973032456611,"hsa.mir.376b"
0.187121897010182,"hsa.mir.376c"
0.138756958139334,"hsa.mir.377"
0.230998711198646,"hsa.mir.378a"
0.0198319327731092,"hsa.mir.378b"
0.244915202686101,"hsa.mir.378c"
0.142208953756941,"hsa.mir.378d.1"
0.109039311829815,"hsa.mir.378d.2"
0,"hsa.mir.378e"
0.0195121951219512,"hsa.mir.378f"
0,"hsa.mir.378g"
0.0285714285714286,"hsa.mir.378h"
0.0816104117607156,"hsa.mir.378i"
0,"hsa.mir.378j"
0.106017565868523,"hsa.mir.379"
1.00614212927734,"hsa.mir.380"
0.452281273564929,"hsa.mir.381"
0.289155912370728,"hsa.mir.382"
0.601631709952441,"hsa.mir.383"
0,"hsa.mir.384"
0.0718467114702106,"hsa.mir.3907"
0,"hsa.mir.3908"
0.03,"hsa.mir.3909"
0.121386974016986,"hsa.mir.3910.1"
0,"hsa.mir.3910.2"
0.048770673486786,"hsa.mir.3911"
3.1389580312864,"hsa.mir.3912"
0.77874300583331,"hsa.mir.3913.1"
1.60326024919404,"hsa.mir.3913.2"
0.0221179782519651,"hsa.mir.3914.1"
0,"hsa.mir.3914.2"
0,"hsa.mir.3915"
0.0413033184572292,"hsa.mir.3916"
0.516974027227956,"hsa.mir.3917"
0.0471428571428571,"hsa.mir.3918"
0.319670830842165,"hsa.mir.3919"
0.0633829688731858,"hsa.mir.3920"
0,"hsa.mir.3921"
0.200923682659507,"hsa.mir.3922"
0.0919991741326052,"hsa.mir.3923"
0,"hsa.mir.3924"
0.0891010435047835,"hsa.mir.3925"
0.193610165565429,"hsa.mir.3926.1"
0.126399384318306,"hsa.mir.3926.2"
0.137362126375735,"hsa.mir.3927"
0.526774384276377,"hsa.mir.3928"
0.0880528684731561,"hsa.mir.3929"
0.331553129807455,"hsa.mir.3934"
0,"hsa.mir.3935"
0.0187379300965594,"hsa.mir.3936"
0.0307450980392157,"hsa.mir.3937"
0.0188888888888889,"hsa.mir.3938"
0.0451764705882353,"hsa.mir.3939"
0.260720504163866,"hsa.mir.3940"
0,"hsa.mir.3941"
0.0953333333333334,"hsa.mir.3942"
0.173366977608395,"hsa.mir.3943"
0.101759398496241,"hsa.mir.3944"
0,"hsa.mir.3945"
0.01,"hsa.mir.3960"
0,"hsa.mir.3972"
0,"hsa.mir.3973"
0,"hsa.mir.3974"
0,"hsa.mir.3975"
0,"hsa.mir.3976"
0,"hsa.mir.3977"
0,"hsa.mir.3978"
0.435410111077941,"hsa.mir.409"
1.01142730363568,"hsa.mir.410"
0.551048134083106,"hsa.mir.411"
0.296956226600701,"hsa.mir.412"
0.334077599432847,"hsa.mir.421"
0,"hsa.mir.422a"
0.253920548168567,"hsa.mir.423"
0.324930373225777,"hsa.mir.424"
0.440008897680217,"hsa.mir.425"
0,"hsa.mir.4251"
0,"hsa.mir.4252"
0,"hsa.mir.4253"
0.0367196811546683,"hsa.mir.4254"
0,"hsa.mir.4255"
0,"hsa.mir.4256"
0,"hsa.mir.4257"
0,"hsa.mir.4258"
0,"hsa.mir.4259"
0,"hsa.mir.4260"
0,"hsa.mir.4261"
0,"hsa.mir.4262"
0,"hsa.mir.4263"
0,"hsa.mir.4264"
0,"hsa.mir.4265"
0,"hsa.mir.4266"
0,"hsa.mir.4267"
0,"hsa.mir.4268"
0,"hsa.mir.4269"
0,"hsa.mir.4270"
0,"hsa.mir.4271"
0,"hsa.mir.4272"
0,"hsa.mir.4273"
0,"hsa.mir.4274"
0,"hsa.mir.4275"
0,"hsa.mir.4276"
0,"hsa.mir.4277"
0,"hsa.mir.4278"
0,"hsa.mir.4279"
0,"hsa.mir.4280"
0,"hsa.mir.4281"
0,"hsa.mir.4282"
0,"hsa.mir.4283.1"
0,"hsa.mir.4283.2"
0.0284796527400977,"hsa.mir.4284"
0,"hsa.mir.4285"
0.047483812129503,"hsa.mir.4286"
0,"hsa.mir.4287"
0,"hsa.mir.4288"
0,"hsa.mir.4289"
0.536638564419103,"hsa.mir.429"
0,"hsa.mir.4290"
0,"hsa.mir.4291"
0,"hsa.mir.4292"
0,"hsa.mir.4293"
0,"hsa.mir.4294"
0,"hsa.mir.4295"
0,"hsa.mir.4296"
0,"hsa.mir.4297"
0,"hsa.mir.4298"
0,"hsa.mir.4299"
0,"hsa.mir.4300"
0,"hsa.mir.4301"
0,"hsa.mir.4302"
0,"hsa.mir.4303"
0,"hsa.mir.4304"
0,"hsa.mir.4305"
0.0667607768892954,"hsa.mir.4306"
0,"hsa.mir.4307"
0,"hsa.mir.4308"
0,"hsa.mir.4309"
0.425630743112101,"hsa.mir.431"
0,"hsa.mir.4310"
0,"hsa.mir.4311"
0,"hsa.mir.4312"
0,"hsa.mir.4313"
0,"hsa.mir.4314"
0.119759169505176,"hsa.mir.4315.1"
0,"hsa.mir.4315.2"
0,"hsa.mir.4316"
0,"hsa.mir.4317"
0,"hsa.mir.4318"
0,"hsa.mir.4319"
0.763804100147976,"hsa.mir.432"
0.024,"hsa.mir.4320"
0,"hsa.mir.4321"
0.0497628205128205,"hsa.mir.4322"
0,"hsa.mir.4323"
0,"hsa.mir.4324"
0,"hsa.mir.4325"
0.395557703358298,"hsa.mir.4326"
0,"hsa.mir.4327"
0,"hsa.mir.4328"
0,"hsa.mir.4329"
0.263423189255326,"hsa.mir.433"
0,"hsa.mir.4330"
0,"hsa.mir.4417"
0,"hsa.mir.4418"
0,"hsa.mir.4419a"
0.0744288995562042,"hsa.mir.4419b"
0,"hsa.mir.4420"
0.0473915737917937,"hsa.mir.4421"
0.00622889797630307,"hsa.mir.4422"
0.0688888888888889,"hsa.mir.4423"
0.0645260266691907,"hsa.mir.4424"
0,"hsa.mir.4425"
0,"hsa.mir.4426"
0,"hsa.mir.4427"
0,"hsa.mir.4428"
0,"hsa.mir.4429"
0,"hsa.mir.4430"
0,"hsa.mir.4431"
0.00958333333333336,"hsa.mir.4432"
0.0492665970177134,"hsa.mir.4433a"
0,"hsa.mir.4433b"
0.0837801319598255,"hsa.mir.4434"
0.00281699240036914,"hsa.mir.4435.1"
0.103433352736187,"hsa.mir.4435.2"
0,"hsa.mir.4436a"
0,"hsa.mir.4436b.1"
0,"hsa.mir.4436b.2"
0,"hsa.mir.4437"
0,"hsa.mir.4438"
0,"hsa.mir.4439"
0,"hsa.mir.4440"
0,"hsa.mir.4441"
0.179611947566714,"hsa.mir.4442"
0.31754417410981,"hsa.mir.4443"
0.106666666666667,"hsa.mir.4444.1"
0.115386724386724,"hsa.mir.4444.2"
0,"hsa.mir.4445"
0.0575502645502645,"hsa.mir.4446"
0,"hsa.mir.4447"
0.0147272727272727,"hsa.mir.4448"
0.341765638241714,"hsa.mir.4449"
0,"hsa.mir.4450"
0.256831177289207,"hsa.mir.4451"
0.0659236111569131,"hsa.mir.4452"
0.0470384615384615,"hsa.mir.4453"
0.0717511832319135,"hsa.mir.4454"
0,"hsa.mir.4455"
0,"hsa.mir.4456"
0.0509240659209808,"hsa.mir.4457"
0,"hsa.mir.4458"
0,"hsa.mir.4459"
0,"hsa.mir.4460"
0.00916363636363638,"hsa.mir.4461"
0,"hsa.mir.4462"
0.0173076923076923,"hsa.mir.4463"
0.0897979406950603,"hsa.mir.4464"
0,"hsa.mir.4465"
0.0365730200159612,"hsa.mir.4466"
0,"hsa.mir.4467"
0,"hsa.mir.4468"
0.0133333333333333,"hsa.mir.4469"
0.189338154764839,"hsa.mir.4470"
0,"hsa.mir.4471"
0,"hsa.mir.4472.1"
0,"hsa.mir.4472.2"
0.0408492224475997,"hsa.mir.4473"
0.0918937909063304,"hsa.mir.4474"
0,"hsa.mir.4475"
0,"hsa.mir.4476"
0,"hsa.mir.4477a"
0,"hsa.mir.4477b"
0,"hsa.mir.4478"
0.0268369963369963,"hsa.mir.4479"
0.0189473684210526,"hsa.mir.448"
0,"hsa.mir.4480"
0,"hsa.mir.4481"
0.242877370517721,"hsa.mir.4482"
0,"hsa.mir.4483"
0.149491064396885,"hsa.mir.4484"
0,"hsa.mir.4485"
0,"hsa.mir.4486"
0.0344201680672268,"hsa.mir.4487"
0.0173254901960784,"hsa.mir.4488"
0.015,"hsa.mir.4489"
0,"hsa.mir.4490"
0.058,"hsa.mir.4491"
0.0251017104060583,"hsa.mir.4492"
0,"hsa.mir.4493"
0.0287388575294705,"hsa.mir.4494"
0,"hsa.mir.4495"
0.0369384615384615,"hsa.mir.4496"
0,"hsa.mir.4497"
0,"hsa.mir.4498"
0,"hsa.mir.4499"
0.127999871903961,"hsa.mir.449a"
0.187551628051636,"hsa.mir.449b"
0.21232667815866,"hsa.mir.449c"
0,"hsa.mir.4500"
0.478147899904828,"hsa.mir.4501"
0,"hsa.mir.4502"
0,"hsa.mir.4503"
0.0194444444444444,"hsa.mir.4504"
0.0761881458921576,"hsa.mir.4505"
0,"hsa.mir.4506"
0.0096875,"hsa.mir.4507"
0,"hsa.mir.4508"
0,"hsa.mir.4509.1"
0,"hsa.mir.4509.2"
0,"hsa.mir.4509.3"
0.234404117952649,"hsa.mir.450a.1"
0.419152384306352,"hsa.mir.450a.2"
0.332549002821645,"hsa.mir.450b"
0.0187074590019397,"hsa.mir.4510"
0.0183000604960677,"hsa.mir.4511"
0,"hsa.mir.4512"
0,"hsa.mir.4513"
0,"hsa.mir.4514"
0.0273816604602702,"hsa.mir.4515"
0.0185835913312692,"hsa.mir.4516"
0,"hsa.mir.4517"
0,"hsa.mir.4518"
0.0388588403035,"hsa.mir.4519"
0.323961495082595,"hsa.mir.451a"
0,"hsa.mir.451b"
0.376454079370445,"hsa.mir.452"
0.0325023666388994,"hsa.mir.4520.1"
0.0451598746081505,"hsa.mir.4520.2"
0.225598858101799,"hsa.mir.4521"
0.103372237555824,"hsa.mir.4522"
0.126199421402986,"hsa.mir.4523"
0.142277165186493,"hsa.mir.4524a"
0,"hsa.mir.4524b"
0.100968946430247,"hsa.mir.4525"
0.0671806298276886,"hsa.mir.4526"
0,"hsa.mir.4527"
0,"hsa.mir.4528"
0.118673610049926,"hsa.mir.4529"
0,"hsa.mir.4530"
0,"hsa.mir.4531"
0,"hsa.mir.4532"
0.0463246968192351,"hsa.mir.4533"
0,"hsa.mir.4534"
0,"hsa.mir.4535"
0.0308571428571428,"hsa.mir.4536.1"
0.0673840282524493,"hsa.mir.4536.2"
0,"hsa.mir.4537"
0,"hsa.mir.4538"
0.0158241758241758,"hsa.mir.4539"
0.199047907784795,"hsa.mir.454"
0,"hsa.mir.4540"
0.422720965585319,"hsa.mir.455"
0,"hsa.mir.4632"
0,"hsa.mir.4633"
0,"hsa.mir.4634"
0,"hsa.mir.4635"
0.159686073667148,"hsa.mir.4636"
0,"hsa.mir.4637"
0.410566592143771,"hsa.mir.4638"
0,"hsa.mir.4639"
0.240251429971115,"hsa.mir.4640"
0,"hsa.mir.4641"
0,"hsa.mir.4642"
0,"hsa.mir.4643"
0.0549169110459432,"hsa.mir.4644"
0.122469696969697,"hsa.mir.4645"
0,"hsa.mir.4646"
0.102242590068602,"hsa.mir.4647"
0.0476338823883772,"hsa.mir.4648"
0.0175,"hsa.mir.4649"
0.122708537514617,"hsa.mir.4650.1"
0.0396286039760133,"hsa.mir.4650.2"
0.016,"hsa.mir.4651"
0.134116883116883,"hsa.mir.4652"
0.0426707060877672,"hsa.mir.4653"
0.083407320780835,"hsa.mir.4654"
0,"hsa.mir.4655"
0,"hsa.mir.4656"
0.0409286552701661,"hsa.mir.4657"
0.039,"hsa.mir.4658"
0.0186666666666667,"hsa.mir.4659a"
0.0600460375494545,"hsa.mir.4659b"
0.0798924648909634,"hsa.mir.466"
0.048,"hsa.mir.4660"
0.648007838910924,"hsa.mir.4661"
0.256282503838067,"hsa.mir.4662a"
0,"hsa.mir.4662b"
0,"hsa.mir.4663"
0.225835751679807,"hsa.mir.4664"
0.100262404262404,"hsa.mir.4665"
0.0281422351233672,"hsa.mir.4666a"
0,"hsa.mir.4666b"
0,"hsa.mir.4667"
0.301702130428155,"hsa.mir.4668"
0.0196153846153846,"hsa.mir.4669"
0.015,"hsa.mir.4670"
0.0170526315789474,"hsa.mir.4671"
0,"hsa.mir.4672"
0.0239041904387173,"hsa.mir.4673"
0.0892691244239631,"hsa.mir.4674"
0.216533961659478,"hsa.mir.4675"
0.110476190476191,"hsa.mir.4676"
0.25426629219327,"hsa.mir.4677"
0.0900057942375233,"hsa.mir.4678"
0,"hsa.mir.4679.1"
0,"hsa.mir.4679.2"
0.201742565730827,"hsa.mir.4680"
0,"hsa.mir.4681"
0,"hsa.mir.4682"
0.12712944009003,"hsa.mir.4683"
0.0892562487437332,"hsa.mir.4684"
0.16696056834945,"hsa.mir.4685"
0,"hsa.mir.4686"
0.216961645439906,"hsa.mir.4687"
0,"hsa.mir.4688"
0.0498632886465198,"hsa.mir.4689"
0.0708194455247033,"hsa.mir.4690"
0.0429166666666667,"hsa.mir.4691"
0,"hsa.mir.4692"
0,"hsa.mir.4693"
0.0344082270929483,"hsa.mir.4694"
0,"hsa.mir.4695"
0,"hsa.mir.4696"
0.0528347773217815,"hsa.mir.4697"
0.025183973779038,"hsa.mir.4698"
0.0572222222222223,"hsa.mir.4699"
0.0582619047619048,"hsa.mir.4700"
0.0729591241530937,"hsa.mir.4701"
0.0329802692848603,"hsa.mir.4703"
0.0892919530465502,"hsa.mir.4704"
0.0416666666666667,"hsa.mir.4705"
0,"hsa.mir.4706"
0.0621023246160233,"hsa.mir.4707"
0.0192437520285621,"hsa.mir.4708"
0.15733399158192,"hsa.mir.4709"
0.10576139643955,"hsa.mir.4710"
0.0144117647058824,"hsa.mir.4711"
0.0284444444444444,"hsa.mir.4712"
0,"hsa.mir.4713"
0.0465,"hsa.mir.4714"
0.0990138795286061,"hsa.mir.4715"
0.0173291139240506,"hsa.mir.4716"
0.0334615384615385,"hsa.mir.4717"
0,"hsa.mir.4718"
0,"hsa.mir.4719"
0.078349376114082,"hsa.mir.4720"
0,"hsa.mir.4721"
0,"hsa.mir.4722"
0.106588972431078,"hsa.mir.4723"
0.451150846655369,"hsa.mir.4724"
0.185448415149906,"hsa.mir.4725"
0.119661416361416,"hsa.mir.4726"
0.0133333333333333,"hsa.mir.4727"
0.325108799059711,"hsa.mir.4728"
0,"hsa.mir.4729"
0.044968253968254,"hsa.mir.4730"
0.0379177109440268,"hsa.mir.4731"
0.0504109236732406,"hsa.mir.4732"
0.131827242524917,"hsa.mir.4733"
0.02,"hsa.mir.4734"
0,"hsa.mir.4735"
0.0577777777777778,"hsa.mir.4736"
0.0896758669263262,"hsa.mir.4737"
0.286709652785592,"hsa.mir.4738"
0.049814935064935,"hsa.mir.4739"
0.214436010775546,"hsa.mir.4740"
0.169676300422042,"hsa.mir.4741"
0.131672937392555,"hsa.mir.4742"
0.0174572086991903,"hsa.mir.4743"
0.0686130268199233,"hsa.mir.4744"
0.565346471780227,"hsa.mir.4745"
0.0818856958016682,"hsa.mir.4746"
0.113608140623019,"hsa.mir.4747"
0.050641378622375,"hsa.mir.4748"
0.0668235294117647,"hsa.mir.4749"
0,"hsa.mir.4750"
0.0177777777777778,"hsa.mir.4751"
0.00980392156862749,"hsa.mir.4752"
0.0334659375712007,"hsa.mir.4753"
0.0914726717178905,"hsa.mir.4754"
0.0311111111111111,"hsa.mir.4755"
0.0651428571428571,"hsa.mir.4756"
0.036060606060606,"hsa.mir.4757"
0,"hsa.mir.4758"
0.015,"hsa.mir.4759"
0.185103885553393,"hsa.mir.4760"
0.0187232857640097,"hsa.mir.4761"
0.0683181063122923,"hsa.mir.4762"
0.167489519252677,"hsa.mir.4763"
0,"hsa.mir.4764"
0,"hsa.mir.4765"
0.189639759459438,"hsa.mir.4766"
0,"hsa.mir.4767"
0.178664590743962,"hsa.mir.4768"
0,"hsa.mir.4769"
0.0329484657499364,"hsa.mir.4770"
0.0537714025500911,"hsa.mir.4771.1"
0,"hsa.mir.4771.2"
0.140396453152634,"hsa.mir.4772"
0.129123931623932,"hsa.mir.4773.1"
0.0559432775919733,"hsa.mir.4773.2"
0,"hsa.mir.4774"
0.208253310959193,"hsa.mir.4775"
0,"hsa.mir.4776.1"
0.0568500236018276,"hsa.mir.4776.2"
0.161882314399151,"hsa.mir.4777"
0.019375,"hsa.mir.4778"
0.0187053140096619,"hsa.mir.4779"
0.0194117647058823,"hsa.mir.4780"
0.101164286942441,"hsa.mir.4781"
0.0699593019025792,"hsa.mir.4782"
0,"hsa.mir.4783"
0.107104709057476,"hsa.mir.4784"
0,"hsa.mir.4785"
0,"hsa.mir.4786"
0.0640162710852366,"hsa.mir.4787"
0.0932612654045142,"hsa.mir.4788"
0.122711219939481,"hsa.mir.4789"
0.218174696449909,"hsa.mir.4790"
0.0695985011157425,"hsa.mir.4791"
0.0335699612927117,"hsa.mir.4792"
0.0510663561612328,"hsa.mir.4793"
0.0228015194681862,"hsa.mir.4794"
0.0339987632075227,"hsa.mir.4795"
0.0920025863615525,"hsa.mir.4796"
0,"hsa.mir.4797"
0.125406588585614,"hsa.mir.4798"
0,"hsa.mir.4799"
0.0330890867707546,"hsa.mir.4800"
0,"hsa.mir.4801"
0.0591691924733876,"hsa.mir.4802"
0,"hsa.mir.4803"
0.105838018007549,"hsa.mir.4804"
0.308843833477778,"hsa.mir.483"
0.445975581927946,"hsa.mir.484"
0.275646385851121,"hsa.mir.485"
0.417423207686861,"hsa.mir.486.1"
0.390714492109609,"hsa.mir.486.2"
0.122935931882113,"hsa.mir.487a"
0.177108769806212,"hsa.mir.487b"
0.456852196683668,"hsa.mir.488"
0.1225666999667,"hsa.mir.489"
0.0529274509803922,"hsa.mir.490"
0.385627011684258,"hsa.mir.491"
0.0615559715919495,"hsa.mir.492"
0.450883896031458,"hsa.mir.493"
0.104266303012433,"hsa.mir.494"
0.263730579006404,"hsa.mir.495"
0.151696741854637,"hsa.mir.496"
0.286015246080724,"hsa.mir.497"
0,"hsa.mir.498"
0.156573227909101,"hsa.mir.4999"
0.218134242552604,"hsa.mir.499a"
0.01875,"hsa.mir.499b"
0.0559943744663465,"hsa.mir.5000"
0.0633555570445815,"hsa.mir.5001"
0.0266666666666667,"hsa.mir.5002"
0.045,"hsa.mir.5003"
0.0197297297297297,"hsa.mir.5004"
0.154462247743404,"hsa.mir.5006"
0,"hsa.mir.5007"
0.0423496503496503,"hsa.mir.5008"
0.0576309801309804,"hsa.mir.5009"
0.541969984783332,"hsa.mir.500a"
0.482174882773314,"hsa.mir.500b"
0.313171352309886,"hsa.mir.501"
0.0662838468720822,"hsa.mir.5010"
0,"hsa.mir.5011"
0.270561118891089,"hsa.mir.502"
0.324853221185865,"hsa.mir.503"
0.312222378962495,"hsa.mir.504"
0,"hsa.mir.5047"
1.9476243007816,"hsa.mir.505"
0.0505612693389591,"hsa.mir.506"
0,"hsa.mir.507"
0.152396206546589,"hsa.mir.508"
0.154101612179702,"hsa.mir.5087"
0.0133333333333333,"hsa.mir.5088"
0.217835058184839,"hsa.mir.5089"
0.457935920463429,"hsa.mir.509.1"
0.176788312376548,"hsa.mir.509.2"
0.398717604780143,"hsa.mir.509.3"
0.115792124542125,"hsa.mir.5090"
0.148548018894452,"hsa.mir.5091"
0.0177777777777778,"hsa.mir.5092"
0.00206222222222223,"hsa.mir.5093"
0.134307101650284,"hsa.mir.5094"
0,"hsa.mir.5095"
0,"hsa.mir.5096"
0.0172204455377886,"hsa.mir.510"
0,"hsa.mir.5100"
0.191610496886517,"hsa.mir.511"
0.0196446545676378,"hsa.mir.512.1"
0.0539564624564625,"hsa.mir.512.2"
0.0893517849793822,"hsa.mir.513a.1"
0.122631611710933,"hsa.mir.513a.2"
0,"hsa.mir.513b"
0.11879061110743,"hsa.mir.513c"
0.247757874100669,"hsa.mir.514a.1"
0.309756100396022,"hsa.mir.514a.2"
0.0778269349065836,"hsa.mir.514a.3"
0,"hsa.mir.514b"
0,"hsa.mir.515.1"
0.0395110547958865,"hsa.mir.515.2"
0.148529304029304,"hsa.mir.516a.1"
0.0578817733990148,"hsa.mir.516a.2"
0,"hsa.mir.516b.1"
0.11062673089195,"hsa.mir.516b.2"
0.143200994592608,"hsa.mir.517a"
0,"hsa.mir.517b"
0,"hsa.mir.517c"
0.0182358125974645,"hsa.mir.5186"
0.111600587556625,"hsa.mir.5187"
0,"hsa.mir.5188"
0,"hsa.mir.5189"
0.091027329902937,"hsa.mir.518a.1"
0.0918958818958819,"hsa.mir.518a.2"
0.0970964080964081,"hsa.mir.518b"
0.0214285714285714,"hsa.mir.518c"
0,"hsa.mir.518d"
0.0944381715629121,"hsa.mir.518e"
0.0971845238095239,"hsa.mir.518f"
0.065329248366013,"hsa.mir.5190"
0.0333333333333333,"hsa.mir.5191"
0,"hsa.mir.5192"
0.0323333333333333,"hsa.mir.5193"
0,"hsa.mir.5194"
0.0186680548325523,"hsa.mir.5195"
0.0418513591671487,"hsa.mir.5196"
0,"hsa.mir.5197"
0.0921470473970473,"hsa.mir.519a.1"
0.181383377541998,"hsa.mir.519a.2"
0.0155128205128205,"hsa.mir.519b"
0.016,"hsa.mir.519c"
0.00651819968355312,"hsa.mir.519d"
0,"hsa.mir.519e"
0.100462719341701,"hsa.mir.520a"
0,"hsa.mir.520b"
0.0337544244551702,"hsa.mir.520c"
0.101705831423478,"hsa.mir.520d"
0,"hsa.mir.520e"
0.065219298245614,"hsa.mir.520f"
0.145993016024008,"hsa.mir.520g"
0.0782473844957676,"hsa.mir.520h"
0.045,"hsa.mir.521.1"
0,"hsa.mir.521.2"
0.0644871794871795,"hsa.mir.522"
0,"hsa.mir.523"
0,"hsa.mir.524"
0.0317906746031746,"hsa.mir.525"
0,"hsa.mir.526a.1"
0.0160952380952381,"hsa.mir.526a.2"
0.23563705720568,"hsa.mir.526b"
0.0326666666666667,"hsa.mir.527"
0.420136219708243,"hsa.mir.532"
0.294570562925132,"hsa.mir.539"
0.139307365110261,"hsa.mir.541"
1.71724924382554,"hsa.mir.542"
0.358568246595537,"hsa.mir.543"
0.0216666666666667,"hsa.mir.544a"
0.0398554657438722,"hsa.mir.544b"
0.0607377457404976,"hsa.mir.545"
0,"hsa.mir.548a.1"
0,"hsa.mir.548a.2"
0.0189473684210526,"hsa.mir.548a.3"
0,"hsa.mir.548aa.1"
0,"hsa.mir.548aa.2"
0,"hsa.mir.548ab"
0,"hsa.mir.548ac"
0.0370151346238305,"hsa.mir.548ad"
0,"hsa.mir.548ae.1"
0,"hsa.mir.548ae.2"
0.0854617777641579,"hsa.mir.548ag.1"
0.154453249601276,"hsa.mir.548ag.2"
0,"hsa.mir.548ah"
0.118753444631067,"hsa.mir.548ai"
0,"hsa.mir.548aj.1"
